Study Hours,Attendance,Marks
11.09,91.78,94.06
8.16,80.21,80.45
9.46,66.48,79.37
7.45,66.81,68.58
12.6,56.77,90.98
12.61,68.74,91.93
10.93,88.51,96.74
2.48,57.14,43.61
12.74,64.87,94.4
10.39,86.78,87.0
10.76,90.22,96.54
6.08,75.49,62.8
13.31,86.41,100.0
11.16,72.46,93.6
2.58,62.2,35.69
6.71,72.92,73.8
13.41,81.1,100.0
1.66,97.66,64.93
14.46,58.09,100.0
10.51,77.83,85.23
9.84,69.8,78.39
4.79,77.87,64.62
4.48,56.08,48.5
14.19,69.09,100.0
5.18,91.89,79.89
11.86,79.93,95.75
6.5,75.28,70.46
2.95,67.85,55.77
1.15,68.41,41.31
8.62,72.24,71.18
14.66,92.6,100.0
6.17,98.52,74.29
6.0,74.74,74.41
5.82,72.7,61.32
8.29,93.09,100.0
7.17,74.21,80.29
13.32,79.84,100.0
8.08,65.39,73.18
8.11,88.46,88.54
2.94,78.94,58.07
14.76,91.41,100.0
4.5,90.13,73.83
2.03,64.68,41.86
10.28,87.2,93.19
9.34,91.0,90.44
6.81,70.57,73.64
6.91,62.77,67.76
11.99,55.12,88.97
3.74,75.29,60.32
12.48,70.86,87.59
10.08,79.97,91.95
6.87,63.46,67.15
7.41,93.68,92.25
4.59,66.6,48.62
11.53,65.19,98.03
8.18,76.63,79.59
5.49,77.45,68.63
9.34,64.68,87.44
14.94,67.23,100.0
7.09,62.64,68.79
13.89,87.33,100.0
5.83,89.65,71.56
1.77,75.8,46.59
3.86,87.13,59.29
6.86,88.12,78.14
4.07,61.22,39.31
1.0,98.48,56.4
13.81,91.95,100.0
12.81,64.2,94.49
11.39,63.38,89.75
3.35,60.65,39.91
2.69,61.23,53.69
1.95,88.67,53.55
11.14,76.13,93.02
14.0,90.23,100.0
7.03,88.58,79.55
2.67,82.21,61.38
8.17,85.89,88.99
5.88,55.83,61.6
6.25,69.03,68.48
9.7,83.7,88.55
11.06,55.42,75.77
2.55,56.48,39.98
1.5,93.33,52.98
14.92,85.78,100.0
4.26,66.94,56.31
1.75,85.96,59.81
3.66,90.66,69.61
1.55,68.81,39.85
6.49,56.62,51.76
12.23,96.98,100.0
5.78,70.53,70.95
7.22,59.79,59.16
10.46,77.13,98.4
8.12,89.58,87.32
13.06,64.97,98.59
13.12,67.13,100.0
1.14,65.92,45.38
11.89,99.63,100.0
7.45,63.88,71.56
14.84,80.9,100.0
7.77,96.64,85.14
14.82,61.61,100.0
11.56,98.69,100.0
4.48,97.64,69.56
8.54,94.81,88.26
14.89,64.66,100.0
13.01,83.53,100.0
2.36,89.24,54.82
10.89,99.37,100.0
5.84,63.12,52.64
1.1,89.47,49.66
6.65,70.25,69.02
4.29,62.9,51.33
12.46,73.96,98.44
5.72,90.72,66.05
12.59,75.92,100.0
1.01,79.19,47.87
5.31,99.78,78.91
4.38,72.96,63.56
4.27,82.69,63.7
1.95,71.44,47.88
3.62,72.68,55.22
8.78,86.3,90.48
5.08,97.2,66.11
6.84,79.41,69.45
6.28,89.58,84.1
13.26,59.01,83.52
13.67,64.5,99.92
7.9,77.6,84.17
5.62,55.9,55.59
2.5,66.38,43.64
14.35,78.28,100.0
1.84,55.67,35.29
5.17,66.9,59.44
5.17,78.13,61.51
5.49,80.79,73.37
3.3,96.66,71.95
11.96,84.04,100.0
2.71,73.66,43.47
9.89,96.87,95.26
2.73,90.32,57.91
1.99,64.0,44.47
13.73,60.89,94.06
3.66,85.41,57.17
12.5,80.19,100.0
8.62,90.54,93.09
2.09,88.25,51.47
14.38,83.13,100.0
4.46,99.39,88.4
13.04,79.01,100.0
3.36,60.09,45.53
12.96,92.27,100.0
1.19,66.33,38.47
8.16,89.98,90.15
11.77,98.07,100.0
14.09,86.36,100.0
13.73,81.82,100.0
12.47,75.72,93.0
13.43,71.4,100.0
3.79,70.89,49.68
4.98,83.64,59.91
5.05,88.81,68.57
6.28,85.53,69.35
6.51,63.93,64.24
8.62,77.23,85.17
3.24,90.62,66.48
10.68,76.41,95.66
3.35,79.15,54.78
5.34,89.7,71.82
8.05,84.76,84.65
12.15,73.42,88.67
11.35,95.29,100.0
10.04,62.32,74.06
3.18,99.8,76.0
8.66,60.35,71.44
2.22,55.67,38.03
6.28,95.05,75.09
6.79,66.02,63.81
1.56,87.84,63.08
4.84,91.5,74.63
14.38,93.65,100.0
14.35,99.62,100.0
5.93,68.23,69.74
1.6,86.96,50.09
3.51,60.19,49.17
6.49,73.31,69.03
14.27,93.16,100.0
2.98,71.54,46.67
11.69,81.6,99.98
2.52,77.67,49.3
14.74,84.07,100.0
6.34,98.78,92.06
11.85,57.51,82.11
5.8,80.83,70.5
9.79,93.84,87.15
3.69,76.66,54.78
3.04,58.53,46.6
14.13,80.22,100.0
13.85,69.94,100.0
13.42,61.97,96.76
9.76,93.21,100.0
12.32,78.47,100.0
1.97,97.0,55.4
5.69,91.27,74.45
5.39,86.18,70.97
9.9,55.23,80.2
5.98,74.25,67.11
3.08,63.89,48.29
9.35,95.99,93.53
12.4,62.86,94.01
6.35,67.87,72.17
2.85,78.26,56.62
3.75,66.85,55.7
4.32,64.44,57.46
5.2,81.96,66.2
10.0,59.0,81.09
9.41,57.62,70.45
10.75,71.75,95.95
6.08,87.43,60.18
12.54,79.97,100.0
3.86,74.03,62.01
7.57,80.46,71.24
12.21,71.45,98.79
3.52,97.13,62.77
2.54,57.47,39.58
13.37,85.3,100.0
5.8,95.11,77.55
10.57,91.17,88.29
1.35,63.28,33.53
10.66,68.32,92.34
5.43,87.27,73.01
1.78,58.79,47.04
9.54,91.53,100.0
4.37,87.35,63.82
6.42,87.83,88.51
2.13,59.51,40.52
3.06,87.3,54.14
5.17,85.59,65.49
2.26,92.39,46.2
13.75,56.87,100.0
1.08,56.04,41.42
7.77,71.79,69.69
2.73,61.7,43.34
5.31,80.13,67.08
13.96,96.28,100.0
3.26,72.62,43.85
14.52,93.02,100.0
3.88,55.01,45.31
11.38,62.58,86.26
8.65,56.37,72.57
13.38,69.77,100.0
8.76,95.87,90.2
8.48,59.36,72.95
3.74,82.29,63.46
3.33,75.32,57.07
13.83,97.23,100.0
5.59,60.51,58.69
6.21,64.54,66.05
11.64,56.33,80.71
5.74,74.53,72.3
14.33,67.5,100.0
11.33,94.15,100.0
9.36,82.22,88.9
13.33,82.63,100.0
1.69,78.94,45.21
4.6,59.13,54.97
7.51,75.03,75.88
4.18,99.98,63.54
11.41,92.59,100.0
13.87,95.21,100.0
6.93,92.05,85.38
5.79,59.64,55.41
14.46,65.24,100.0
7.23,55.14,70.57
7.85,68.66,76.04
5.92,59.89,54.16
13.73,76.28,100.0
8.97,85.47,84.57
11.67,94.35,100.0
12.37,88.71,100.0
5.79,97.24,73.33
7.07,57.43,58.24
12.88,55.55,93.57
6.09,84.76,71.9
12.12,68.02,100.0
14.17,66.41,100.0
9.72,69.89,92.64
11.38,67.14,84.63
12.27,78.01,92.5
12.83,74.81,95.96
6.53,78.06,77.63
1.72,85.27,60.01
6.63,72.42,65.43
10.43,66.31,83.01
7.3,62.48,61.92
11.49,70.73,83.73
6.0,88.38,77.77
9.89,89.05,95.07
3.61,85.01,60.61
11.49,65.53,83.22
8.64,81.46,92.13
3.86,80.68,57.11
5.09,76.79,66.5
11.48,79.75,90.0
7.76,77.13,76.39
4.02,80.45,61.8
14.54,87.2,100.0
11.01,59.93,85.8
14.4,88.73,100.0
6.98,61.11,59.8
7.65,58.0,68.24
13.57,98.92,100.0
8.35,98.06,91.94
10.9,57.72,83.73
4.53,74.95,53.76
7.25,63.38,61.37
2.73,76.84,40.99
3.88,92.36,69.69
1.01,97.78,58.09
1.55,83.54,53.74
14.68,70.93,100.0
4.39,82.15,52.37
10.29,69.04,80.82
12.75,95.94,100.0
8.71,94.17,91.31
3.14,80.12,54.67
11.19,69.62,92.62
9.4,68.2,81.18
11.24,56.5,85.04
11.78,91.71,100.0
14.66,75.27,100.0
9.03,69.63,77.81
5.78,76.2,60.36
10.08,91.84,92.46
1.96,60.61,38.35
13.56,93.59,100.0
2.67,95.39,60.84
5.59,97.6,75.82
12.42,72.89,92.3
9.36,64.77,83.12
